device,location,ru
nrt12-72-p6-sw1-wsoob-con-r1,NRT72.03-1.03-01-003-101,40
nrt12-72-p6-sw1-wsoob-con-r2,NRT72.03-1.03-01-003-101,39
nrt12-72-p6-sw2-wsoob-con-r1,NRT72.03-1.03-01-003-101,37
nrt12-72-p6-sw2-wsoob-con-r2,NRT72.03-1.03-01-003-101,36
nrt12-72-p6-wsoob-con-acc-sw1,NRT72.03-1.03-01-003-101,34
nrt12-72-p6-wsoob-con-acc-sw2,NRT72.03-1.03-01-003-101,33
nrt12-72-p6-esoob-con-acc-sw1,NRT72.03-1.03-01-003-101,31
nrt12-72-p6-esoob-con-acc-sw2,NRT72.03-1.03-01-003-101,30
nrt12-72-p6-wsoob-con-acc-sw1-tor1,NRT72.03-1.03-01-003-101,28
nrt12-72-p6-wsoob-con-acc-sw2-tor1,NRT72.03-1.03-01-003-101,27
nrt12-72-p6-esoob-con-acc-sw1-tor1,NRT72.03-1.03-01-003-101,25
nrt12-72-p6-esoob-con-acc-sw2-tor1,NRT72.03-1.03-01-003-101,24
nrt12-72-p6-esoob-con-acc-sw1-tor2,NRT72.03-1.03-01-003-101,22
nrt12-72-p6-wsoob-pod-agg-r1,NRT72.03-1.03-01-003-101,16
nrt12-72-p6-esoob-pod-agg-r1,NRT72.03-1.03-01-003-101,15
nrt12-72-co-acc-sw061,NRT72.03-1.03-01-003-101,12
nrt12-72-co-acc-sw062,NRT72.03-1.03-01-003-101,11
nrt12-72-p6-sw5-wsoob-con-r1,NRT72.03-1.03-01-011-101,40
nrt12-72-p6-sw5-wsoob-con-r2,NRT72.03-1.03-01-011-101,39
nrt12-72-p6-sw6-wsoob-con-r1,NRT72.03-1.03-01-011-101,37
nrt12-72-p6-sw6-wsoob-con-r2,NRT72.03-1.03-01-011-101,36
nrt12-72-p6-wsoob-con-acc-sw5,NRT72.03-1.03-01-011-101,34
nrt12-72-p6-wsoob-con-acc-sw6,NRT72.03-1.03-01-011-101,33
nrt12-72-p6-esoob-con-acc-sw5,NRT72.03-1.03-01-011-101,31
nrt12-72-p6-esoob-con-acc-sw6,NRT72.03-1.03-01-011-101,30
nrt12-72-p6-wsoob-con-acc-sw5-tor1,NRT72.03-1.03-01-011-101,28
nrt12-72-p6-wsoob-con-acc-sw6-tor1,NRT72.03-1.03-01-011-101,27
nrt12-72-p6-esoob-con-acc-sw5-tor1,NRT72.03-1.03-01-011-101,25
nrt12-72-p6-esoob-con-acc-sw6-tor1,NRT72.03-1.03-01-011-101,24
nrt12-72-p6-esoob-con-acc-sw5-tor2,NRT72.03-1.03-01-011-101,22
nrt12-72-p6-sw7-wsoob-con-r1,NRT72.03-1.03-01-015-61,40
nrt12-72-p6-sw7-wsoob-con-r2,NRT72.03-1.03-01-015-61,39
nrt12-72-p6-sw8-wsoob-con-r1,NRT72.03-1.03-01-015-61,37
nrt12-72-p6-sw8-wsoob-con-r2,NRT72.03-1.03-01-015-61,36
nrt12-72-p6-wsoob-con-acc-sw7,NRT72.03-1.03-01-015-61,34
nrt12-72-p6-wsoob-con-acc-sw8,NRT72.03-1.03-01-015-61,33
nrt12-72-p6-esoob-con-acc-sw7,NRT72.03-1.03-01-015-61,31
nrt12-72-p6-esoob-con-acc-sw8,NRT72.03-1.03-01-015-61,30
nrt12-72-p6-wsoob-con-acc-sw7-tor1,NRT72.03-1.03-01-015-61,28
nrt12-72-p6-wsoob-con-acc-sw8-tor1,NRT72.03-1.03-01-015-61,27
nrt12-72-p6-esoob-con-acc-sw7-tor1,NRT72.03-1.03-01-015-61,25
nrt12-72-p6-esoob-con-acc-sw8-tor1,NRT72.03-1.03-01-015-61,24
nrt12-72-p6-esoob-con-acc-sw7-tor2,NRT72.03-1.03-01-015-61,22
nrt12-72-es-mgmt-cor-r2,NRT72.2-1.02-01-001-26,34
nrt12-72-es-mgmt-cor-r1,NRT72.2-1.02-01-001-26,33
nrt12-72-p1-sw1-wsoob-con-r1,NRT72.2-1.02-01-001-26,31
nrt12-72-es-mgmt-cor-v1,NRT72.2-1.02-01-001-26,29
nrt12-72-esoob-con-agg-r2,NRT72.2-1.02-01-001-26,27
nrt12-72-esoob-con-agg-r1,NRT72.2-1.02-01-001-26,26
nrt12-72-es-mgmt-agg-r12,NRT72.2-1.02-01-001-26,23
nrt12-72-es-mgmt-agg-r11,NRT72.2-1.02-01-001-26,22
nrt12-72-es-mgmt-agg-r10,NRT72.2-1.02-01-001-26,20
nrt12-72-es-mgmt-agg-r9,NRT72.2-1.02-01-001-26,19
nrt12-72-es-mgmt-agg-r8,NRT72.2-1.02-01-001-26,17
nrt12-72-es-mgmt-agg-r7,NRT72.2-1.02-01-001-26,16
nrt12-72-es-mgmt-agg-r6,NRT72.2-1.02-01-001-26,14
nrt12-72-es-mgmt-agg-r5,NRT72.2-1.02-01-001-26,13
nrt12-72-es-e1-mgmt-r2,NRT72.2-1.02-01-001-26,11
nrt12-72-es-e1-mgmt-r1,NRT72.2-1.02-01-001-26,10
nrt12-72-es-c1-mgmt-r2,NRT72.2-1.02-01-001-26,8
nrt12-72-es-c1-mgmt-r1,NRT72.2-1.02-01-001-26,7
nrt12-72-p1-sw1-wsoob-con-r2,NRT72.2-1.02-01-001-29,47
nrt12-72-con-cor-r2,NRT72.2-1.02-01-001-29,45
nrt12-72-con-cor-r1,NRT72.2-1.02-01-001-29,44
nrt12-72-co-flb-be-r1,NRT72.2-1.02-01-001-29,43
nrt12-72-co-acc-sw002,NRT72.2-1.02-01-001-29,35
nrt12-72-co-acc-sw001,NRT72.2-1.02-01-001-29,34
nrt12-72-wdm-agg-r102,NRT72.2-1.02-01-001-29,32
nrt12-72-wdm-agg-r101,NRT72.2-1.02-01-001-29,31
nrt12-72-co-dsn-fw2,NRT72.2-1.02-01-001-29,29
nrt12-72-co-dsn-fw1,NRT72.2-1.02-01-001-29,28
nrt12-72-co-agg-r102,NRT72.2-1.02-01-001-29,26
nrt12-72-co-agg-r101,NRT72.2-1.02-01-001-29,25
nrt12-72-co-agg-r2,NRT72.2-1.02-01-001-29,22
nrt12-72-co-agg-r1,NRT72.2-1.02-01-001-29,19
nrt12-72-co-cor-r2,NRT72.2-1.02-01-001-29,16
nrt12-72-co-cor-r1,NRT72.2-1.02-01-001-29,13
nrt12-72-np-cor-r102,NRT72.2-1.02-01-001-29,10
nrt12-72-np-cor-r101,NRT72.2-1.02-01-001-29,7
nrt12-72-ws-mgmt-cor-r2,NRT72.2-1.02-01-001-32,34
nrt12-72-ws-mgmt-cor-r1,NRT72.2-1.02-01-001-32,33
nrt12-72-p1-sw1-wsoob-con-r3,NRT72.2-1.02-01-001-32,31
nrt12-72-ws-mgmt-cor-v1,NRT72.2-1.02-01-001-32,29
nrt12-72-wsoob-con-agg-r2,NRT72.2-1.02-01-001-32,27
nrt12-72-wsoob-con-agg-r1,NRT72.2-1.02-01-001-32,26
nrt12-72-ws-mgmt-agg-r12,NRT72.2-1.02-01-001-32,23
nrt12-72-ws-mgmt-agg-r11,NRT72.2-1.02-01-001-32,22
nrt12-72-ws-mgmt-agg-r10,NRT72.2-1.02-01-001-32,20
nrt12-72-ws-mgmt-agg-r9,NRT72.2-1.02-01-001-32,19
nrt12-72-ws-mgmt-agg-r8,NRT72.2-1.02-01-001-32,17
nrt12-72-ws-mgmt-agg-r7,NRT72.2-1.02-01-001-32,16
nrt12-72-ws-mgmt-agg-r6,NRT72.2-1.02-01-001-32,14
nrt12-72-ws-mgmt-agg-r5,NRT72.2-1.02-01-001-32,13
nrt12-72-ws-e1-mgmt-r2,NRT72.2-1.02-01-001-32,11
nrt12-72-ws-e1-mgmt-r1,NRT72.2-1.02-01-001-32,10
nrt12-72-ws-c1-mgmt-r2,NRT72.2-1.02-01-001-32,8
nrt12-72-ws-c1-mgmt-r1,NRT72.2-1.02-01-001-32,7
nrt12-72-co-ctl-fw1,NRT72.2-1.02-01-001-35,15
nrt12-72-co-ctl-fw2,NRT72.2-1.02-01-001-35,13
NRT12-72-ES-C1-S1-R1,NRT72.2-1.02-01-002-14,47
NRT12-72-ES-C1-S1-R2,NRT72.2-1.02-01-002-14,45
NRT12-72-ES-C1-S1-R3,NRT72.2-1.02-01-002-14,43
NRT12-72-ES-C1-S1-R4,NRT72.2-1.02-01-002-14,41
NRT12-72-ES-C1-OOB-CON-S1-2,NRT72.2-1.02-01-002-14,33
NRT12-72-ES-C1-S1-R5,NRT72.2-1.02-01-002-14,32
NRT12-72-ES-C1-S1-R6,NRT72.2-1.02-01-002-14,30
NRT12-72-ES-C1-S1-R7,NRT72.2-1.02-01-002-14,28
NRT12-72-ES-C1-S1-R8,NRT72.2-1.02-01-002-14,26
NRT12-72-ES-C1-S2-R1,NRT72.2-1.02-01-002-14,22
NRT12-72-ES-C1-S2-R2,NRT72.2-1.02-01-002-14,20
NRT12-72-ES-C1-S2-R3,NRT72.2-1.02-01-002-14,18
NRT12-72-ES-C1-S2-R4,NRT72.2-1.02-01-002-14,16
NRT12-72-ES-MGMT-SW-100-102-196-0,NRT72.2-1.02-01-002-14,14
NRT12-72-ES-C1-S2-R5,NRT72.2-1.02-01-002-14,8
NRT12-72-ES-C1-S2-R6,NRT72.2-1.02-01-002-14,6
NRT12-72-ES-C1-S2-R7,NRT72.2-1.02-01-002-14,4
NRT12-72-ES-C1-S2-R8,NRT72.2-1.02-01-002-14,2
NRT12-72-ES-C1-S3-R1,NRT72.2-1.02-01-002-20,47
NRT12-72-ES-C1-S3-R2,NRT72.2-1.02-01-002-20,45
NRT12-72-ES-C1-S3-R3,NRT72.2-1.02-01-002-20,43
NRT12-72-ES-C1-S3-R4,NRT72.2-1.02-01-002-20,41
NRT12-72-ES-C1-OOB-CON-S3-4,NRT72.2-1.02-01-002-20,33
NRT12-72-ES-C1-S3-R5,NRT72.2-1.02-01-002-20,32
NRT12-72-ES-C1-S3-R6,NRT72.2-1.02-01-002-20,30
NRT12-72-ES-C1-S3-R7,NRT72.2-1.02-01-002-20,28
NRT12-72-ES-C1-S3-R8,NRT72.2-1.02-01-002-20,26
NRT12-72-ES-C1-S4-R1,NRT72.2-1.02-01-002-20,22
NRT12-72-ES-C1-S4-R2,NRT72.2-1.02-01-002-20,20
NRT12-72-ES-C1-S4-R3,NRT72.2-1.02-01-002-20,18
NRT12-72-ES-C1-S4-R4,NRT72.2-1.02-01-002-20,16
NRT12-72-ES-MGMT-SW-100-102-196-64,NRT72.2-1.02-01-002-20,14
NRT12-72-ES-C1-S4-R5,NRT72.2-1.02-01-002-20,8
NRT12-72-ES-C1-S4-R6,NRT72.2-1.02-01-002-20,6
NRT12-72-ES-C1-S4-R7,NRT72.2-1.02-01-002-20,4
NRT12-72-ES-C1-S4-R8,NRT72.2-1.02-01-002-20,2
NRT12-72-ES-C1-B1-T2-R1,NRT72.2-1.02-01-002-26,47
NRT12-72-ES-C1-B1-T2-R2,NRT72.2-1.02-01-002-26,46
NRT12-72-ES-C1-B1-T2-R3,NRT72.2-1.02-01-002-26,45
NRT12-72-ES-C1-B1-T2-R4,NRT72.2-1.02-01-002-26,44
NRT12-72-ES-C1-B1-T2-R5,NRT72.2-1.02-01-002-26,43
NRT12-72-ES-C1-B1-T2-R6,NRT72.2-1.02-01-002-26,42
NRT12-72-ES-C1-B1-T2-R7,NRT72.2-1.02-01-002-26,41
NRT12-72-ES-C1-B1-T2-R8,NRT72.2-1.02-01-002-26,40
NRT12-72-ES-C1-OOB-CON-B1,NRT72.2-1.02-01-002-26,33
NRT12-72-ES-C1-B1-T1-R1,NRT72.2-1.02-01-002-26,32
NRT12-72-ES-C1-B1-T1-R3,NRT72.2-1.02-01-002-26,31
NRT12-72-ES-C1-B1-T1-R5,NRT72.2-1.02-01-002-26,30
NRT12-72-ES-C1-B1-T1-R7,NRT72.2-1.02-01-002-26,29
NRT12-72-ES-C1-B1-T1-R9,NRT72.2-1.02-01-002-26,28
NRT12-72-ES-C1-B1-T1-R11,NRT72.2-1.02-01-002-26,27
NRT12-72-ES-C1-B1-T1-R13,NRT72.2-1.02-01-002-26,26
NRT12-72-ES-C1-B1-T1-R15,NRT72.2-1.02-01-002-26,25
NRT12-72-ES-C1-B1-T1-R2,NRT72.2-1.02-01-002-26,22
NRT12-72-ES-C1-B1-T1-R4,NRT72.2-1.02-01-002-26,21
NRT12-72-ES-C1-B1-T1-R6,NRT72.2-1.02-01-002-26,20
NRT12-72-ES-C1-B1-T1-R8,NRT72.2-1.02-01-002-26,19
NRT12-72-ES-C1-B1-T1-R10,NRT72.2-1.02-01-002-26,18
NRT12-72-ES-C1-B1-T1-R12,NRT72.2-1.02-01-002-26,17
NRT12-72-ES-C1-B1-T1-R14,NRT72.2-1.02-01-002-26,16
NRT12-72-ES-C1-B1-T1-R16,NRT72.2-1.02-01-002-26,15
NRT12-72-ES-MGMT-SW-100-102-198-0,NRT72.2-1.02-01-002-26,14
NRT12-72-ES-C1-B1-T2-R9,NRT72.2-1.02-01-002-26,9
NRT12-72-ES-C1-B1-T2-R10,NRT72.2-1.02-01-002-26,8
NRT12-72-ES-C1-B1-T2-R11,NRT72.2-1.02-01-002-26,7
NRT12-72-ES-C1-B1-T2-R12,NRT72.2-1.02-01-002-26,6
NRT12-72-ES-C1-B1-T2-R13,NRT72.2-1.02-01-002-26,5
NRT12-72-ES-C1-B1-T2-R14,NRT72.2-1.02-01-002-26,4
NRT12-72-ES-C1-B1-T2-R15,NRT72.2-1.02-01-002-26,3
NRT12-72-ES-C1-B1-T2-R16,NRT72.2-1.02-01-002-26,2
NRT12-72-ES-C1-B3-T2-R1,NRT72.2-1.02-01-002-29,47
NRT12-72-ES-C1-B3-T2-R2,NRT72.2-1.02-01-002-29,46
NRT12-72-ES-C1-B3-T2-R3,NRT72.2-1.02-01-002-29,45
NRT12-72-ES-C1-B3-T2-R4,NRT72.2-1.02-01-002-29,44
NRT12-72-ES-C1-B3-T2-R5,NRT72.2-1.02-01-002-29,43
NRT12-72-ES-C1-B3-T2-R6,NRT72.2-1.02-01-002-29,42
NRT12-72-ES-C1-B3-T2-R7,NRT72.2-1.02-01-002-29,41
NRT12-72-ES-C1-B3-T2-R8,NRT72.2-1.02-01-002-29,40
NRT12-72-ES-C1-OOB-CON-B3,NRT72.2-1.02-01-002-29,33
NRT12-72-ES-C1-B3-T1-R1,NRT72.2-1.02-01-002-29,32
NRT12-72-ES-C1-B3-T1-R3,NRT72.2-1.02-01-002-29,31
NRT12-72-ES-C1-B3-T1-R5,NRT72.2-1.02-01-002-29,30
NRT12-72-ES-C1-B3-T1-R7,NRT72.2-1.02-01-002-29,29
NRT12-72-ES-C1-B3-T1-R9,NRT72.2-1.02-01-002-29,28
NRT12-72-ES-C1-B3-T1-R11,NRT72.2-1.02-01-002-29,27
NRT12-72-ES-C1-B3-T1-R13,NRT72.2-1.02-01-002-29,26
NRT12-72-ES-C1-B3-T1-R15,NRT72.2-1.02-01-002-29,25
NRT12-72-ES-C1-B3-T1-R2,NRT72.2-1.02-01-002-29,22
NRT12-72-ES-C1-B3-T1-R4,NRT72.2-1.02-01-002-29,21
NRT12-72-ES-C1-B3-T1-R6,NRT72.2-1.02-01-002-29,20
NRT12-72-ES-C1-B3-T1-R8,NRT72.2-1.02-01-002-29,19
NRT12-72-ES-C1-B3-T1-R10,NRT72.2-1.02-01-002-29,18
NRT12-72-ES-C1-B3-T1-R12,NRT72.2-1.02-01-002-29,17
NRT12-72-ES-C1-B3-T1-R14,NRT72.2-1.02-01-002-29,16
NRT12-72-ES-C1-B3-T1-R16,NRT72.2-1.02-01-002-29,15
NRT12-72-ES-MGMT-SW-100-102-198-128,NRT72.2-1.02-01-002-29,14
NRT12-72-ES-C1-B3-T2-R9,NRT72.2-1.02-01-002-29,9
NRT12-72-ES-C1-B3-T2-R10,NRT72.2-1.02-01-002-29,8
NRT12-72-ES-C1-B3-T2-R11,NRT72.2-1.02-01-002-29,7
NRT12-72-ES-C1-B3-T2-R12,NRT72.2-1.02-01-002-29,6
NRT12-72-ES-C1-B3-T2-R13,NRT72.2-1.02-01-002-29,5
NRT12-72-ES-C1-B3-T2-R14,NRT72.2-1.02-01-002-29,4
NRT12-72-ES-C1-B3-T2-R15,NRT72.2-1.02-01-002-29,3
NRT12-72-ES-C1-B3-T2-R16,NRT72.2-1.02-01-002-29,2
NRT12-72-WS-C1-S1-R1,NRT72.2-1.02-01-002-41,47
NRT12-72-WS-C1-S1-R2,NRT72.2-1.02-01-002-41,45
NRT12-72-WS-C1-S1-R3,NRT72.2-1.02-01-002-41,43
NRT12-72-WS-C1-S1-R4,NRT72.2-1.02-01-002-41,41
NRT12-72-WS-C1-OOB-CON-S1-2,NRT72.2-1.02-01-002-41,33
NRT12-72-WS-C1-S1-R5,NRT72.2-1.02-01-002-41,32
NRT12-72-WS-C1-S1-R6,NRT72.2-1.02-01-002-41,30
NRT12-72-WS-C1-S1-R7,NRT72.2-1.02-01-002-41,28
NRT12-72-WS-C1-S1-R8,NRT72.2-1.02-01-002-41,26
NRT12-72-WS-C1-S2-R1,NRT72.2-1.02-01-002-41,22
NRT12-72-WS-C1-S2-R2,NRT72.2-1.02-01-002-41,20
NRT12-72-WS-C1-S2-R3,NRT72.2-1.02-01-002-41,18
NRT12-72-WS-C1-S2-R4,NRT72.2-1.02-01-002-41,16
NRT12-72-WS-MGMT-SW-100-65-116-0,NRT72.2-1.02-01-002-41,14
NRT12-72-WS-C1-S2-R5,NRT72.2-1.02-01-002-41,8
NRT12-72-WS-C1-S2-R6,NRT72.2-1.02-01-002-41,6
NRT12-72-WS-C1-S2-R7,NRT72.2-1.02-01-002-41,4
NRT12-72-WS-C1-S2-R8,NRT72.2-1.02-01-002-41,2
NRT12-72-WS-C1-B1-T2-R1,NRT72.2-1.02-01-002-44,47
NRT12-72-WS-C1-B1-T2-R2,NRT72.2-1.02-01-002-44,45
NRT12-72-WS-C1-B1-T2-R3,NRT72.2-1.02-01-002-44,43
NRT12-72-WS-C1-B1-T2-R4,NRT72.2-1.02-01-002-44,41
NRT12-72-WS-C1-OOB-CON-B1,NRT72.2-1.02-01-002-44,33
NRT12-72-WS-C1-B1-T1-R1,NRT72.2-1.02-01-002-44,32
NRT12-72-WS-C1-B1-T1-R3,NRT72.2-1.02-01-002-44,30
NRT12-72-WS-C1-B1-T1-R5,NRT72.2-1.02-01-002-44,28
NRT12-72-WS-C1-B1-T1-R7,NRT72.2-1.02-01-002-44,26
NRT12-72-WS-C1-B1-T1-R2,NRT72.2-1.02-01-002-44,22
NRT12-72-WS-C1-B1-T1-R4,NRT72.2-1.02-01-002-44,20
NRT12-72-WS-C1-B1-T1-R6,NRT72.2-1.02-01-002-44,18
NRT12-72-WS-C1-B1-T1-R8,NRT72.2-1.02-01-002-44,16
NRT12-72-WS-MGMT-SW-100-65-118-0,NRT72.2-1.02-01-002-44,14
NRT12-72-WS-C1-B1-T2-R5,NRT72.2-1.02-01-002-44,8
NRT12-72-WS-C1-B1-T2-R6,NRT72.2-1.02-01-002-44,6
NRT12-72-WS-C1-B1-T2-R7,NRT72.2-1.02-01-002-44,4
NRT12-72-WS-C1-B1-T2-R8,NRT72.2-1.02-01-002-44,2
NRT12-72-WS-C1-B3-T2-R1,NRT72.2-1.02-01-002-47,47
NRT12-72-WS-C1-B3-T2-R2,NRT72.2-1.02-01-002-47,46
NRT12-72-WS-C1-B3-T2-R3,NRT72.2-1.02-01-002-47,45
NRT12-72-WS-C1-B3-T2-R4,NRT72.2-1.02-01-002-47,44
NRT12-72-WS-C1-B3-T2-R5,NRT72.2-1.02-01-002-47,43
NRT12-72-WS-C1-B3-T2-R6,NRT72.2-1.02-01-002-47,42
NRT12-72-WS-C1-B3-T2-R7,NRT72.2-1.02-01-002-47,41
NRT12-72-WS-C1-B3-T2-R8,NRT72.2-1.02-01-002-47,40
NRT12-72-WS-C1-OOB-CON-B3,NRT72.2-1.02-01-002-47,33
NRT12-72-WS-C1-B3-T1-R1,NRT72.2-1.02-01-002-47,32
NRT12-72-WS-C1-B3-T1-R3,NRT72.2-1.02-01-002-47,31
NRT12-72-WS-C1-B3-T1-R5,NRT72.2-1.02-01-002-47,30
NRT12-72-WS-C1-B3-T1-R7,NRT72.2-1.02-01-002-47,29
NRT12-72-WS-C1-B3-T1-R9,NRT72.2-1.02-01-002-47,28
NRT12-72-WS-C1-B3-T1-R11,NRT72.2-1.02-01-002-47,27
NRT12-72-WS-C1-B3-T1-R13,NRT72.2-1.02-01-002-47,26
NRT12-72-WS-C1-B3-T1-R15,NRT72.2-1.02-01-002-47,25
NRT12-72-WS-C1-B3-T1-R2,NRT72.2-1.02-01-002-47,22
NRT12-72-WS-C1-B3-T1-R4,NRT72.2-1.02-01-002-47,21
NRT12-72-WS-C1-B3-T1-R6,NRT72.2-1.02-01-002-47,20
NRT12-72-WS-C1-B3-T1-R8,NRT72.2-1.02-01-002-47,19
NRT12-72-WS-C1-B3-T1-R10,NRT72.2-1.02-01-002-47,18
