device,location,ru
nrt12-72-p4-esoob-con-acc-sw6-tor1,NRT72.2-1.02-01-027-101,24
nrt12-72-p4-esoob-con-acc-sw5-tor2,NRT72.2-1.02-01-027-101,22
nrt12-72-p3-sw5-wsoob-con-r1,NRT72.2-1.02-01-027-50,40
nrt12-72-p3-sw5-wsoob-con-r2,NRT72.2-1.02-01-027-50,39
nrt12-72-p3-sw6-wsoob-con-r1,NRT72.2-1.02-01-027-50,37
nrt12-72-p3-sw6-wsoob-con-r2,NRT72.2-1.02-01-027-50,36
nrt12-72-p3-wsoob-con-acc-sw5,NRT72.2-1.02-01-027-50,34
nrt12-72-p3-wsoob-con-acc-sw6,NRT72.2-1.02-01-027-50,33
nrt12-72-p3-esoob-con-acc-sw5,NRT72.2-1.02-01-027-50,31
nrt12-72-p3-esoob-con-acc-sw6,NRT72.2-1.02-01-027-50,30
nrt12-72-p3-wsoob-con-acc-sw5-tor1,NRT72.2-1.02-01-027-50,28
nrt12-72-p3-wsoob-con-acc-sw6-tor1,NRT72.2-1.02-01-027-50,27
nrt12-72-p3-esoob-con-acc-sw5-tor1,NRT72.2-1.02-01-027-50,25
nrt12-72-p3-esoob-con-acc-sw6-tor1,NRT72.2-1.02-01-027-50,24
nrt12-72-p3-esoob-con-acc-sw5-tor2,NRT72.2-1.02-01-027-50,22
nrt12-72-es-e1-b6-t2-r1,NRT72.2-1.02-01-028-14,47
nrt12-72-es-e1-b6-t2-r2,NRT72.2-1.02-01-028-14,46
nrt12-72-es-e1-b6-t2-r3,NRT72.2-1.02-01-028-14,45
nrt12-72-es-e1-b6-t2-r4,NRT72.2-1.02-01-028-14,44
nrt12-72-es-e1-b6-t2-r5,NRT72.2-1.02-01-028-14,43
nrt12-72-es-e1-b6-t2-r6,NRT72.2-1.02-01-028-14,42
nrt12-72-es-e1-b6-t2-r7,NRT72.2-1.02-01-028-14,41
nrt12-72-es-e1-b6-t2-r8,NRT72.2-1.02-01-028-14,40
nrt12-72-es-oob-con-e1-b6,NRT72.2-1.02-01-028-14,34
nrt12-72-es-e1-b6-t1-r1,NRT72.2-1.02-01-028-14,33
nrt12-72-es-e1-b6-t1-r2,NRT72.2-1.02-01-028-14,32
nrt12-72-es-e1-b6-t1-r3,NRT72.2-1.02-01-028-14,31
nrt12-72-es-e1-b6-t1-r4,NRT72.2-1.02-01-028-14,30
nrt12-72-es-e1-b6-t1-r5,NRT72.2-1.02-01-028-14,29
nrt12-72-es-e1-b6-t1-r6,NRT72.2-1.02-01-028-14,28
nrt12-72-es-e1-b6-t1-r7,NRT72.2-1.02-01-028-14,27
nrt12-72-es-e1-b6-t1-r8,NRT72.2-1.02-01-028-14,26
nrt12-72-es-e1-b6-t1-r9,NRT72.2-1.02-01-028-14,23
nrt12-72-es-e1-b6-t1-r10,NRT72.2-1.02-01-028-14,22
nrt12-72-es-e1-b6-t1-r11,NRT72.2-1.02-01-028-14,21
nrt12-72-es-e1-b6-t1-r12,NRT72.2-1.02-01-028-14,20
nrt12-72-es-e1-b6-t1-r13,NRT72.2-1.02-01-028-14,19
nrt12-72-es-e1-b6-t1-r14,NRT72.2-1.02-01-028-14,18
nrt12-72-es-e1-b6-t1-r15,NRT72.2-1.02-01-028-14,17
nrt12-72-es-e1-b6-t1-r16,NRT72.2-1.02-01-028-14,16
nrt12-72-es-mgmt-sw-100-102-217-64,NRT72.2-1.02-01-028-14,15
nrt12-72-es-e1-b6-t2-r9,NRT72.2-1.02-01-028-14,9
nrt12-72-es-e1-b6-t2-r10,NRT72.2-1.02-01-028-14,8
nrt12-72-es-e1-b6-t2-r11,NRT72.2-1.02-01-028-14,7
nrt12-72-es-e1-b6-t2-r12,NRT72.2-1.02-01-028-14,6
nrt12-72-es-e1-b6-t2-r13,NRT72.2-1.02-01-028-14,5
nrt12-72-es-e1-b6-t2-r14,NRT72.2-1.02-01-028-14,4
nrt12-72-es-e1-b6-t2-r15,NRT72.2-1.02-01-028-14,3
nrt12-72-es-e1-b6-t2-r16,NRT72.2-1.02-01-028-14,2
nrt12-72-p4-sw7-wsoob-con-r1,NRT72.2-1.02-01-031-101,40
nrt12-72-p4-sw7-wsoob-con-r2,NRT72.2-1.02-01-031-101,39
nrt12-72-p4-sw8-wsoob-con-r1,NRT72.2-1.02-01-031-101,37
nrt12-72-p4-sw8-wsoob-con-r2,NRT72.2-1.02-01-031-101,36
nrt12-72-p4-wsoob-con-acc-sw7,NRT72.2-1.02-01-031-101,34
nrt12-72-p4-wsoob-con-acc-sw8,NRT72.2-1.02-01-031-101,33
nrt12-72-p4-esoob-con-acc-sw7,NRT72.2-1.02-01-031-101,31
nrt12-72-p4-esoob-con-acc-sw8,NRT72.2-1.02-01-031-101,30
nrt12-72-p4-wsoob-con-acc-sw7-tor1,NRT72.2-1.02-01-031-101,28
nrt12-72-p4-wsoob-con-acc-sw8-tor1,NRT72.2-1.02-01-031-101,27
nrt12-72-p4-esoob-con-acc-sw7-tor1,NRT72.2-1.02-01-031-101,25
nrt12-72-p4-esoob-con-acc-sw8-tor1,NRT72.2-1.02-01-031-101,24
nrt12-72-p4-esoob-con-acc-sw7-tor2,NRT72.2-1.02-01-031-101,22
nrt12-72-p3-sw7-wsoob-con-r1,NRT72.2-1.02-01-031-11,40
nrt12-72-p3-sw7-wsoob-con-r2,NRT72.2-1.02-01-031-11,39
nrt12-72-p3-sw8-wsoob-con-r1,NRT72.2-1.02-01-031-11,37
nrt12-72-p3-sw8-wsoob-con-r2,NRT72.2-1.02-01-031-11,36
nrt12-72-p3-wsoob-con-acc-sw7,NRT72.2-1.02-01-031-11,34
nrt12-72-p3-wsoob-con-acc-sw8,NRT72.2-1.02-01-031-11,33
nrt12-72-p3-esoob-con-acc-sw7,NRT72.2-1.02-01-031-11,31
nrt12-72-p3-esoob-con-acc-sw8,NRT72.2-1.02-01-031-11,30
nrt12-72-p3-wsoob-con-acc-sw7-tor1,NRT72.2-1.02-01-031-11,28
nrt12-72-p3-wsoob-con-acc-sw8-tor1,NRT72.2-1.02-01-031-11,27
nrt12-72-p3-esoob-con-acc-sw7-tor1,NRT72.2-1.02-01-031-11,25
nrt12-72-p3-esoob-con-acc-sw8-tor1,NRT72.2-1.02-01-031-11,24
nrt12-72-p3-esoob-con-acc-sw7-tor2,NRT72.2-1.02-01-031-11,22
NRT12-72-ES-E1-B3-T2-R1,NRT72.2-1.02-01-08-64,47
NRT12-72-ES-E1-B3-T2-R2,NRT72.2-1.02-01-08-64,46
NRT12-72-ES-E1-B3-T2-R3,NRT72.2-1.02-01-08-64,45
NRT12-72-ES-E1-B3-T2-R4,NRT72.2-1.02-01-08-64,44
NRT12-72-ES-E1-B3-T2-R5,NRT72.2-1.02-01-08-64,43
NRT12-72-ES-E1-B3-T2-R6,NRT72.2-1.02-01-08-64,42
NRT12-72-ES-E1-B3-T2-R7,NRT72.2-1.02-01-08-64,41
NRT12-72-ES-E1-B3-T2-R8,NRT72.2-1.02-01-08-64,40
NRT12-72-ES-E1-B3-T1-R1,NRT72.2-1.02-01-08-64,33
NRT12-72-ES-E1-B3-T1-R3,NRT72.2-1.02-01-08-64,32
NRT12-72-ES-E1-B3-T1-R5,NRT72.2-1.02-01-08-64,31
NRT12-72-ES-E1-B3-T1-R7,NRT72.2-1.02-01-08-64,30
NRT12-72-ES-E1-B3-T1-R9,NRT72.2-1.02-01-08-64,29
NRT12-72-ES-E1-B3-T1-R11,NRT72.2-1.02-01-08-64,28
NRT12-72-ES-E1-B3-T1-R13,NRT72.2-1.02-01-08-64,27
NRT12-72-ES-E1-B3-T1-R15,NRT72.2-1.02-01-08-64,26
NRT12-72-ES-E1-B3-T1-R2,NRT72.2-1.02-01-08-64,23
NRT12-72-ES-E1-B3-T1-R4,NRT72.2-1.02-01-08-64,22
NRT12-72-ES-E1-B3-T1-R6,NRT72.2-1.02-01-08-64,21
NRT12-72-ES-E1-B3-T1-R8,NRT72.2-1.02-01-08-64,20
NRT12-72-ES-E1-B3-T1-R10,NRT72.2-1.02-01-08-64,19
NRT12-72-ES-E1-B3-T1-R12,NRT72.2-1.02-01-08-64,18
NRT12-72-ES-E1-B3-T1-R14,NRT72.2-1.02-01-08-64,17
NRT12-72-ES-E1-B3-T1-R16,NRT72.2-1.02-01-08-64,16
NRT12-72-ES-E1-B3-T2-R9,NRT72.2-1.02-01-08-64,9
NRT12-72-ES-E1-B3-T2-R10,NRT72.2-1.02-01-08-64,8
NRT12-72-ES-E1-B3-T2-R11,NRT72.2-1.02-01-08-64,7
NRT12-72-ES-E1-B3-T2-R12,NRT72.2-1.02-01-08-64,6
NRT12-72-ES-E1-B3-T2-R13,NRT72.2-1.02-01-08-64,5
NRT12-72-ES-E1-B3-T2-R14,NRT72.2-1.02-01-08-64,4
NRT12-72-ES-E1-B3-T2-R15,NRT72.2-1.02-01-08-64,3
NRT12-72-ES-E1-B3-T2-R16,NRT72.2-1.02-01-08-64,2
NRT12-72-P2-SW3-WSOOB-CON-R1,NRT72.2-1.2-1.02-01-007-61,41
NRT12-72-P2-SW3-WSOOB-CON-R2,NRT72.2-1.2-1.02-01-007-61,40
NRT12-72-P2-SW4-WSOOB-CON-R1,NRT72.2-1.2-1.02-01-007-61,38
NRT12-72-P2-SW4-WSOOB-CON-R2,NRT72.2-1.2-1.02-01-007-61,37
NRT12-72-WSOOB-CON-ACC-SW3,NRT72.2-1.2-1.02-01-007-61,35
NRT12-72-WSOOB-CON-ACC-SW4,NRT72.2-1.2-1.02-01-007-61,34
NRT12-72-ESOOB-CON-ACC-SW3,NRT72.2-1.2-1.02-01-007-61,32
NRT12-72-ESOOB-CON-ACC-SW4,NRT72.2-1.2-1.02-01-007-61,31
NRT12-72-P2-WSOOB-CON-ACC-SW3-TOR1,NRT72.2-1.2-1.02-01-007-61,29
NRT12-72-P2-WSOOB-CON-ACC-SW4-TOR1,NRT72.2-1.2-1.02-01-007-61,28
NRT12-72-P2-ESOOB-CON-ACC-SW3-TOR1,NRT72.2-1.2-1.02-01-007-61,26
NRT12-72-P2-ESOOB-CON-ACC-SW4-TOR1,NRT72.2-1.2-1.02-01-007-61,25
NRT12-72-P2-ESOOB-CON-ACC-SW2-TOR2,NRT72.2-1.2-1.02-01-007-61,23
NRT12-72-P2-WSOOB-POD-AGG-R2,NRT72.2-1.2-1.02-01-007-61,17
NRT12-72-P2-ESOOB-POD-AGG-R2,NRT72.2-1.2-1.02-01-007-61,16
NRT12-72-P2-SW5-WSOOB-CON-R1,NRT72.2-1.2-1.02-01-011-101,41
NRT12-72-P2-SW5-WSOOB-CON-R2,NRT72.2-1.2-1.02-01-011-101,40
NRT12-72-P2-SW6-WSOOB-CON-R1,NRT72.2-1.2-1.02-01-011-101,38
NRT12-72-P2-SW6-WSOOB-CON-R2,NRT72.2-1.2-1.02-01-011-101,37
NRT12-72-P2-WSOOB-CON-ACC-SW5,NRT72.2-1.2-1.02-01-011-101,35
NRT12-72-P2-WSOOB-CON-ACC-SW6,NRT72.2-1.2-1.02-01-011-101,34
NRT12-72-P2-ESOOB-CON-ACC-SW5,NRT72.2-1.2-1.02-01-011-101,32
NRT12-72-P2-ESOOB-CON-ACC-SW6,NRT72.2-1.2-1.02-01-011-101,31
NRT12-72-WSOOB-CON-ACC-SW5-TOR1,NRT72.2-1.2-1.02-01-011-101,29
NRT12-72-WSOOB-CON-ACC-SW6-TOR1,NRT72.2-1.2-1.02-01-011-101,28
NRT12-72-ESOOB-CON-ACC-SW5-TOR1,NRT72.2-1.2-1.02-01-011-101,26
NRT12-72-ESOOB-CON-ACC-SW6-TOR1,NRT72.2-1.2-1.02-01-011-101,25
NRT12-72-ESOOB-CON-ACC-SW5-TOR2,NRT72.2-1.2-1.02-01-011-101,23
nrt12-72-p5-sw1-wsoob-con-r1,NRT72.3-1.03-01-003-51,40
nrt12-72-p5-sw1-wsoob-con-r2,NRT72.3-1.03-01-003-51,39
nrt12-72-p5-sw2-wsoob-con-r1,NRT72.3-1.03-01-003-51,37
nrt12-72-p5-sw2-wsoob-con-r2,NRT72.3-1.03-01-003-51,36
nrt12-72-p5-wsoob-con-acc-sw1,NRT72.3-1.03-01-003-51,34
nrt12-72-p5-wsoob-con-acc-sw2,NRT72.3-1.03-01-003-51,33
nrt12-72-p5-esoob-con-acc-sw1,NRT72.3-1.03-01-003-51,31
nrt12-72-p5-esoob-con-acc-sw2,NRT72.3-1.03-01-003-51,30
nrt12-72-p5-wsoob-con-acc-sw1-tor1,NRT72.3-1.03-01-003-51,28
nrt12-72-p5-wsoob-con-acc-sw2-tor1,NRT72.3-1.03-01-003-51,27
nrt12-72-p5-esoob-con-acc-sw1-tor1,NRT72.3-1.03-01-003-51,25
nrt12-72-p5-esoob-con-acc-sw2-tor1,NRT72.3-1.03-01-003-51,24
nrt12-72-p5-esoob-con-acc-sw1-tor2,NRT72.3-1.03-01-003-51,22
nrt12-72-p5-wsoob-pod-agg-r1,NRT72.3-1.03-01-003-51,16
nrt12-72-p5-esoob-pod-agg-r1,NRT72.3-1.03-01-003-51,15
nrt12-72-co-acc-sw057,NRT72.3-1.03-01-003-51,12
nrt12-72-co-acc-sw058,NRT72.3-1.03-01-003-51,11
nrt12-72-es-e1-b10-t2-r1,NRT72.3-1.03-01-004-14,42
nrt12-72-es-e1-b10-t2-r2,NRT72.3-1.03-01-004-14,41
nrt12-72-es-e1-b10-t2-r3,NRT72.3-1.03-01-004-14,40
nrt12-72-es-e1-b10-t2-r4,NRT72.3-1.03-01-004-14,39
nrt12-72-es-e1-b10-t2-r5,NRT72.3-1.03-01-004-14,38
nrt12-72-es-e1-b10-t2-r6,NRT72.3-1.03-01-004-14,37
nrt12-72-es-e1-b10-t2-r7,NRT72.3-1.03-01-004-14,36
nrt12-72-es-e1-b10-t2-r8,NRT72.3-1.03-01-004-14,35
nrt12-72-es-oob-con-e1-b10,NRT72.3-1.03-01-004-14,34
nrt12-72-es-e1-b10-t1-r1,NRT72.3-1.03-01-004-14,30
nrt12-72-es-e1-b10-t1-r3,NRT72.3-1.03-01-004-14,29
nrt12-72-es-e1-b10-t1-r5,NRT72.3-1.03-01-004-14,28
nrt12-72-es-e1-b10-t1-r7,NRT72.3-1.03-01-004-14,27
nrt12-72-es-e1-b10-t1-r9,NRT72.3-1.03-01-004-14,26
nrt12-72-es-e1-b10-t1-r11,NRT72.3-1.03-01-004-14,25
nrt12-72-es-e1-b10-t1-r13,NRT72.3-1.03-01-004-14,24
nrt12-72-es-e1-b10-t1-r15,NRT72.3-1.03-01-004-14,23
nrt12-72-es-e1-b10-t1-r2,NRT72.3-1.03-01-004-14,20
nrt12-72-es-e1-b10-t1-r4,NRT72.3-1.03-01-004-14,19
nrt12-72-es-e1-b10-t1-r6,NRT72.3-1.03-01-004-14,18
nrt12-72-es-e1-b10-t1-r8,NRT72.3-1.03-01-004-14,17
nrt12-72-es-e1-b10-t1-r10,NRT72.3-1.03-01-004-14,16
nrt12-72-es-e1-b10-t1-r12,NRT72.3-1.03-01-004-14,15
nrt12-72-es-e1-b10-t1-r14,NRT72.3-1.03-01-004-14,14
nrt12-72-es-e1-b10-t1-r16,NRT72.3-1.03-01-004-14,13
nrt12-72-es-mgmt-sw-100-102-218-64,NRT72.3-1.03-01-004-14,12
nrt12-72-es-e1-b10-t2-r9,NRT72.3-1.03-01-004-14,11
nrt12-72-es-e1-b10-t2-r10,NRT72.3-1.03-01-004-14,10
nrt12-72-es-e1-b10-t2-r11,NRT72.3-1.03-01-004-14,6
nrt12-72-es-e1-b10-t2-r12,NRT72.3-1.03-01-004-14,5
nrt12-72-es-e1-b10-t2-r13,NRT72.3-1.03-01-004-14,4
nrt12-72-es-e1-b10-t2-r14,NRT72.3-1.03-01-004-14,3
nrt12-72-es-e1-b10-t2-r15,NRT72.3-1.03-01-004-14,2
nrt12-72-es-e1-b10-t2-r16,NRT72.3-1.03-01-004-14,1
nrt12-72-p5-sw3-wsoob-con-r1,NRT72.3-1.03-01-007-12,40
nrt12-72-p5-sw3-wsoob-con-r2,NRT72.3-1.03-01-007-12,39
nrt12-72-p5-sw4-wsoob-con-r1,NRT72.3-1.03-01-007-12,37
nrt12-72-p5-sw4-wsoob-con-r2,NRT72.3-1.03-01-007-12,36
nrt12-72-p5-wsoob-con-acc-sw3,NRT72.3-1.03-01-007-12,34
nrt12-72-p5-wsoob-con-acc-sw4,NRT72.3-1.03-01-007-12,33
nrt12-72-p5-esoob-con-acc-sw3,NRT72.3-1.03-01-007-12,31
nrt12-72-p5-esoob-con-acc-sw4,NRT72.3-1.03-01-007-12,30
nrt12-72-p5-wsoob-con-acc-sw3-tor1,NRT72.3-1.03-01-007-12,28
nrt12-72-p5-wsoob-con-acc-sw4-tor1,NRT72.3-1.03-01-007-12,27
nrt12-72-p5-esoob-con-acc-sw3-tor1,NRT72.3-1.03-01-007-12,25
nrt12-72-p5-esoob-con-acc-sw4-tor1,NRT72.3-1.03-01-007-12,24
nrt12-72-p5-esoob-con-acc-sw2-tor2,NRT72.3-1.03-01-007-12,22
nrt12-72-p5-wsoob-pod-agg-r2,NRT72.3-1.03-01-007-12,16
nrt12-72-p5-esoob-pod-agg-r2,NRT72.3-1.03-01-007-12,15
nrt12-72-co-acc-sw059,NRT72.3-1.03-01-007-12,12
nrt12-72-co-acc-sw060,NRT72.3-1.03-01-007-12,11
nrt12-72-p5-sw5-wsoob-con-r1,NRT72.3-1.03-01-011-51,40
nrt12-72-p5-sw5-wsoob-con-r2,NRT72.3-1.03-01-011-51,39
nrt12-72-p5-sw6-wsoob-con-r1,NRT72.3-1.03-01-011-51,37
nrt12-72-p5-sw6-wsoob-con-r2,NRT72.3-1.03-01-011-51,36
nrt12-72-p5-wsoob-con-acc-sw5,NRT72.3-1.03-01-011-51,34
nrt12-72-p5-wsoob-con-acc-sw6,NRT72.3-1.03-01-011-51,33
nrt12-72-p5-esoob-con-acc-sw5,NRT72.3-1.03-01-011-51,31
nrt12-72-p5-esoob-con-acc-sw6,NRT72.3-1.03-01-011-51,30
nrt12-72-p5-wsoob-con-acc-sw5-tor1,NRT72.3-1.03-01-011-51,28
nrt12-72-p5-wsoob-con-acc-sw6-tor1,NRT72.3-1.03-01-011-51,27
nrt12-72-p5-esoob-con-acc-sw5-tor1,NRT72.3-1.03-01-011-51,25
nrt12-72-p5-esoob-con-acc-sw6-tor1,NRT72.3-1.03-01-011-51,24
nrt12-72-p5-esoob-con-acc-sw5-tor2,NRT72.3-1.03-01-011-51,22
nrt12-72-p5-sw7-wsoob-con-r1,NRT72.3-1.03-01-015-11,40
nrt12-72-p5-sw7-wsoob-con-r2,NRT72.3-1.03-01-015-11,39
nrt12-72-p5-sw8-wsoob-con-r1,NRT72.3-1.03-01-015-11,37
nrt12-72-p5-sw8-wsoob-con-r2,NRT72.3-1.03-01-015-11,36
nrt12-72-p5-wsoob-con-acc-sw7,NRT72.3-1.03-01-015-11,34
nrt12-72-p5-wsoob-con-acc-sw8,NRT72.3-1.03-01-015-11,33
nrt12-72-p5-esoob-con-acc-sw7,NRT72.3-1.03-01-015-11,31
nrt12-72-p5-esoob-con-acc-sw8,NRT72.3-1.03-01-015-11,30
nrt12-72-p5-wsoob-con-acc-sw7-tor1,NRT72.3-1.03-01-015-11,28
nrt12-72-p5-wsoob-con-acc-sw8-tor1,NRT72.3-1.03-01-015-11,27
nrt12-72-p5-esoob-con-acc-sw7-tor1,NRT72.3-1.03-01-015-11,25
nrt12-72-p5-esoob-con-acc-sw8-tor1,NRT72.3-1.03-01-015-11,24
nrt12-72-p5-esoob-con-acc-sw7-tor2,NRT72.3-1.03-01-015-11,22
NRT12-72-CO-ACC-SW029,NRT72.GATEHOUSE.NA,0
NRT12-72-CO-ACC-SW030,NRT72.GATEHOUSE.NA,0
NRT12-72-CO-ACC-SW016,NRT72.MDF.01-MDF-001-01,30
NRT12-72-CO-ACC-SW017,NRT72.MDF.01-MDF-001-01,27
NRT12-72-CO-ACC-SW018,NRT72.MDF.01-MDF-001-01,24
NRT12-72-CO-ACC-SW015,NRT72.MMR-2.01-MMR-002-01,30
NRT12-72-CO-ACC-SW031,NRT72.SEC 2-2.MINIRACK,0
NRT12-72-CO-ACC-SW032,NRT72.SEC 2-2.MINIRACK,0
NRT12-72-CO-ACC-SW019,NRT72.SEC1-1.01-SEC1-001-01,0
NRT12-72-CO-ACC-SW020,NRT72.SEC1-1.01-SEC1-001-01,0
NRT12-72-CO-ACC-SW021,NRT72.SEC1-1.01-SEC1-001-01,0
NRT12-72-CO-ACC-SW024,NRT72.SEC1-2.01-SEC1-002-01,0
NRT12-72-CO-ACC-SW025,NRT72.SEC1-2.01-SEC1-002-01,0
NRT12-72-CO-ACC-SW026,NRT72.SEC1-2.01-SEC1-002-01,0
NRT12-72-CO-ACC-SW022,NRT72.SEC2-1.02-SEC2-001-01,0
NRT12-72-CO-ACC-SW023,NRT72.SEC2-1.02-SEC2-001-01,0
NRT12-72-CO-ACC-SW027,NRT72.SECURITY SERVER ROOM.NA,0
NRT12-72-CO-ACC-SW028,NRT72.SECURITY SERVER ROOM.NA,0
